Empty,Metabolite,Name,Reference,ID,Group,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Notes
,tCr,tCr,2019_parmar_73,6,Control,10.1111/pcn.12850,,,6.54,0.96,,,
,tCr,tCr,2019_parmar_73,7,Obsessive-compulsive disorder - Unmedicated - 10mg escitalopram - Baseline,10.1111/pcn.12850,,,6.88,1.07,,,
,tCr,tCr,2019_parmar_73,8,Obsessive-compulsive disorder - Unmedicated - 10mg escitalopram - 12wk,10.1111/pcn.12850,,,6.71,0.97,,,
,tCr,tCr,2019_parmar_73,9,Control,10.1111/pcn.12850,,,6.56,1.12,,,
,Cre,Cre,2019_pflugrad_14,1,Chronic liver disease - Before OLT,10.1371/journal.pone.0221626,,,3.61,0.5,,,
,Cre,Cre,2019_pflugrad_14,2,Chronic liver disease - Before OLT,10.1371/journal.pone.0221626,,,4.32,0.49,,,
,Cre,Cre,2019_pflugrad_14,3,Chronic liver disease - Before OLT,10.1371/journal.pone.0221626,,,3.3,,,,"Median,IQR (3.3, .50)"
,Cre,Cre,2019_pflugrad_14,4,Chronic liver disease - Before OLT_PTE,10.1371/journal.pone.0221626,,,3.47,0.48,,,
,Cre,Cre,2019_pflugrad_14,5,Chronic liver disease - Before OLT_PTE,10.1371/journal.pone.0221626,,,4.17,0.34,,,
,Cre,Cre,2019_pflugrad_14,6,Chronic liver disease - Before OLT_PTE,10.1371/journal.pone.0221626,,,3.34,,,,"Median,IQR (3.34, .30)"
,Cre,Cre,2019_pflugrad_14,7,Chronic liver disease - Before OLT_no PTE,10.1371/journal.pone.0221626,,,3.77,0.47,,,
,Cre,Cre,2019_pflugrad_14,8,Chronic liver disease - Before OLT_no PTE,10.1371/journal.pone.0221626,,,4.45,0.53,,,
,Cre,Cre,2019_pflugrad_14,9,Chronic liver disease - Before OLT_no PTE,10.1371/journal.pone.0221626,,,3.25,,,,"Median,IQR (3.25, .58)"
,Cre,Cre,2019_pflugrad_14,10,Control,10.1371/journal.pone.0221626,,,3.41,0.39,,,
,Cre,Cre,2019_pflugrad_14,11,Control,10.1371/journal.pone.0221626,,,3.83,0.36,,,
,Cre,Cre,2019_pflugrad_14,12,Control,10.1371/journal.pone.0221626,,,3.23,,,,"Median,IQR (3.23, .26)"
,Cre,Cre,2019_pflugrad_14,13,Chronic liver disease - After OLT,10.1371/journal.pone.0221626,,,3.34,0.38,,,
,Cre,Cre,2019_pflugrad_14,14,Chronic liver disease - After OLT,10.1371/journal.pone.0221626,,,3.99,0.82,,,
,Cre,Cre,2019_pflugrad_14,15,Chronic liver disease - After OLT,10.1371/journal.pone.0221626,,,3.26,,,,"Median,IQR (3.26, .47)"
,Cre,Cre,2019_pflugrad_14,16,Chronic liver disease - After OLT_PTE,10.1371/journal.pone.0221626,,,3.32,0.38,,,
,Cre,Cre,2019_pflugrad_14,17,Chronic liver disease - After OLT_PTE,10.1371/journal.pone.0221626,,,3.86,0.75,,,
,Cre,Cre,2019_pflugrad_14,18,Chronic liver disease - After OLT_PTE,10.1371/journal.pone.0221626,,,3.28,,,,"Median,IQR (3.28, .56)"
,Cre,Cre,2019_pflugrad_14,19,Chronic liver disease - After OLT_no PTE,10.1371/journal.pone.0221626,,,3.36,0.4,,,
,Cre,Cre,2019_pflugrad_14,20,Chronic liver disease - After OLT_no PTE,10.1371/journal.pone.0221626,,,4.06,0.86,,,
,Cre,Cre,2019_pflugrad_14,21,Chronic liver disease - After OLT_no PTE,10.1371/journal.pone.0221626,,,3.25,,,,"Median,IQR (3.25, .46)"
,Cr,Cre,2021_rowe_133,1,LOGG,10.1016/j.ymgme.2021.06.008,,,,,8.2,0.71,
,Cr,Cre,2021_rowe_133,4,LOTS,10.1016/j.ymgme.2021.06.008,,,,,7.82,0.41,
,Cr,Cre,2021_rowe_133,7,LOSD,10.1016/j.ymgme.2021.06.008,,,,,9.09,0.27,
,Cr,Cre,2021_rowe_133,10,Control,10.1016/j.ymgme.2021.06.008,,,,,8.69,0.51,
,tCr,tCr,2021_shiga_30,1,Non-progression,10.1016/j.jstrokecerebrovasdis.2021.105747,,,,,1.25,0.13,
,tCr,tCr,2021_shiga_30,2,Non-progression,10.1016/j.jstrokecerebrovasdis.2021.105747,1.02,0.19,,,,,
,tCr,tCr,2021_shiga_30,3,Progression,10.1016/j.jstrokecerebrovasdis.2021.105747,,,,,1.25,0.09,
,tCr,tCr,2021_shiga_30,4,Progression,10.1016/j.jstrokecerebrovasdis.2021.105747,1.01,0.1,,,,,
,Cre,Cre,2021_siegel-ramsay_313,1,Control,10.1016/j.pscychresns.2021.111302,,,7.54,0.56,,,
,Cre,Cre,2021_siegel-ramsay_313,2,Autism,10.1016/j.pscychresns.2021.111302,,,7.47,0.91,,,
,Cr,Cre,2020_colizzi_25,1,Healthy,10.1038/s41380-019-0374-8,,,3.5,0.89,,,
,Cr,Cre,2020_colizzi_25,2,Healthy,10.1038/s41380-019-0374-8,,,2.62,0.62,,,
,Cr,Cre,2020_colizzi_25,3,Healthy,10.1038/s41380-019-0374-8,,,4.19,0.75,,,
,Cr,Cre,2020_colizzi_25,4,Psychosis ,10.1038/s41380-019-0374-8,,,3.37,0.62,,,
,Cr,Cre,2020_colizzi_25,5,Psychosis ,10.1038/s41380-019-0374-8,,,2.75,0.45,,,
,Cr,Cre,2020_colizzi_25,6,Psychosis ,10.1038/s41380-019-0374-8,,,4.06,0.68,,,
,Cr,Cre,2021_steinegger_26,1,Control,10.1111/adb.13027,,,,,11,0.82,
,Cr,Cre,2021_steinegger_26,4,Smokers,10.1111/adb.13027,,,,,10.48,0.87,
,Cr,Cre,2021_steinegger_26,6,Baseline,10.1111/adb.13027,,,,,10.44,0.97,
,Cr,Cre,2021_steinegger_26,7,Withdrawal,10.1111/adb.13027,,,,,10.49,2.22,
,Cr,Cre,2021_steinegger_26,8,Satiation,10.1111/adb.13027,,,,,10.71,1.15,
,Cr,Cre,2021_wang_59,1,Control,10.1016/j.mito.2021.06.012,,,,,6.57,0.52,
,Cr,Cre,2021_wang_59,2,Control,10.1016/j.mito.2021.06.013,,,,,6.57,0.52,
,Cr,Cre,2021_wang_59,3,MELAS,10.1016/j.mito.2021.06.014,,,,,6.73,1.36,
,Cr,Cre,2021_wood_11,1,ASD,10.1038/s41398-020-01154-0,,,,,2,0.19,
,Cr,Cre,2021_wood_11,2,ASD,10.1038/s41398-020-01154-0,,,,,4,0.63,
,Cr,Cre,2021_wood_11,3,TD,10.1038/s41398-020-01154-0,,,,,2,0.14,
,Cr,Cre,2021_wood_11,4,TD,10.1038/s41398-020-01154-0,,,,,4,0.52,
,Cr,Cre,2021_younis_41,1,Baseline,10.1177/0271678X20906902,,,,,4.57,0.09,
,Cr,Cre,2021_younis_41,2,Migraine attack ,10.1177/0271678X20906902,,,,,4.73,0.08,
,Cr,Cre,2021_mansur_281,1,Placebo,10.1016/j.jad.2020.11.128,,,,,4.25,0.21,
,Cr,Cre,2021_mansur_281,2,Infliximab,10.1016/j.jad.2020.11.128,,,,,4.27,0.39,
,Cre,Cre,2019_prisci_43,1,Alcohol use disorder ,10.1111/acer.13931,,,3.6,0.36,,,
,Cre,Cre,2019_prisci_43,2,Control,10.1111/acer.13931,,,3.4,0.67,,,
,tCr,tCr,2019_schmitz_49,1,Control,10.1111/apt.15256,,,4.305,0.381,,,
,tCr,tCr,2019_schmitz_49,2,Liver transplantation - Calcineurin inhibitor free,10.1111/apt.15256,,,4.371,0.593,,,
,tCr,tCr,2019_schmitz_49,3,Liver transplantation - Calcineurin inhibitor low-dose,10.1111/apt.15256,,,4.319,0.558,,,
,tCr,tCr,2019_schmitz_49,4,Liver transplantation - Calcineurin inhibitor standard-dose,10.1111/apt.15256,,,4.377,0.506,,,
,tCr,tCr,2019_sheth_248,1,PTSD,10.1016/j.jad.2019.01.037,,,2.11,,,,
,tCr,tCr,2019_sheth_248,2,Trauma-exposed ,10.1016/j.jad.2019.01.037,,,2.15,,,,
,tCr,tCr,2019_sheth_248,3,Control,10.1016/j.jad.2019.01.037,,,2.19,,,,
,Cr+PCr,tCr,2019_smaragdi_93,1,ASPD - DLPFC,10.1016/j.pnpbp.2019.04.002,,,,,8.59,0.85,
,Cr+PCr,tCr,2019_smaragdi_93,2,ASPD - ACC,10.1016/j.pnpbp.2019.04.002,,,,,9.54,1.32,
,Cr+PCr,tCr,2019_smaragdi_93,3,BD - DLPFC,10.1016/j.pnpbp.2019.04.002,,,,,8.14,0.91,
,Cr+PCr,tCr,2019_smaragdi_93,4,BD - ACC,10.1016/j.pnpbp.2019.04.002,,,,,9.57,0.81,
,Cr+PCr,tCr,2019_smaragdi_93,5,HC - DLPFC,10.1016/j.pnpbp.2019.04.002,,,,,8.11,0.91,
,Cr+PCr,tCr,2019_smaragdi_93,6,HC - ACC,10.1016/j.pnpbp.2019.04.002,,,,,9.48,0.65,
,tCr,tCr,2019_starmose_20,1,Control,10.1186/s10194-019-1059-z,,,6.241,0.369,,,
,tCr,tCr,2019_starmose_20,2,Control,10.1186/s10194-019-1059-z,,,5.937,0.388,,,
,tCr,tCr,2019_starmose_20,3,Migraine with aura,10.1186/s10194-019-1059-z,,,6.009,0.446,,,
,tCr,tCr,2019_starmose_20,4,Migraine with aura,10.1186/s10194-019-1059-z,,,5.747,0.264,,,
,Cr,Cre,2019_su_29,1,PTSD,10.1007/s00330-018-5615-8,,,,,8.3,1.12,
,Cr,Cre,2019_su_29,4,non-PTSD,10.1007/s00330-018-5615-8,,,,,8.19,1.33,
,Cr,Cre,2019_su_29,2,PTSD,10.1007/s00330-018-5615-8,,,,,9.03,1.56,
,Cr,Cre,2019_su_29,5,non-PTSD,10.1007/s00330-018-5615-8,,,,,7.82,1.14,
,Cr,Cre,2019_su_29,3,PTSD,10.1007/s00330-018-5615-8,,,,,8.65,1.65,
,Cr,Cre,2019_su_29,6,non-PTSD,10.1007/s00330-018-5615-8,,,,,7.89,1.2,
,Cr,Cre,2019_wagoner_317,1,Non-OI,10.1152/ajpheart.00680.2018,,,4.4,1.852,,,
,Cr,Cre,2019_wagoner_317,2,OI,10.1152/ajpheart.00680.2018,,,5.4,0.663,,,
,tCr,tCr,2019_wang_28,1,PTSD,10.1007/s00787-018-1241-x,,,,,8.25,1.44,
,tCr,tCr,2019_wang_28,2,PTSD,10.1007/s00787-018-1241-x,,,,,8.7,1.62,
,tCr,tCr,2019_wang_28,3,Non-PTSD,10.1007/s00787-018-1241-x,,,,,8.39,1.45,
,tCr,tCr,2019_wang_28,4,Non-PTSD,10.1007/s00787-018-1241-x,,,,,7.13,1.1,
,Cre,Cre,2018_horowitz-kraus_12,1,Control,10.3389/fnhum.2018.00466,,,,,7.99,0.55,
,Cre,Cre,2018_horowitz-kraus_12,2,Dyslexia,10.3389/fnhum.2018.00466,,,,,8.08,0.39,
,tCr,tCr,2018_povazan_79,1,Healthy,10.1002/mrm.26778,,,9.4,0.96,,,
,tCr,tCr,2018_povazan_79,2,Healthy,10.1002/mrm.26778,,,10.07,1.02,,,
,tCr,tCr,2018_povazan_79,3,Healthy,10.1002/mrm.26778,,,9.93,1.16,,,
,tCr,tCr,2018_povazan_79,4,Healthy,10.1002/mrm.26778,,,9.79,0.92,,,
,tCr,tCr,2018_povazan_79,5,Healthy,10.1002/mrm.26778,,,9.4,0.82,,,
,tCr,tCr,2018_povazan_79,6,Healthy,10.1002/mrm.26778,,,9.01,1.92,,,
,tCr,tCr,2018_povazan_79,7,Healthy,10.1002/mrm.26778,,,9.35,0.76,,,
,Cre,Cre,2020_mazibuko_10,1,Control,10.3390/diagnostics10070482,,,7.08,0.66,,,
,Cre,Cre,2020_mazibuko_10,2,Control,10.3390/diagnostics10070482,,,6.92,2.14,,,
,Cre,Cre,2020_mazibuko_10,3,Subacute Ischemic Stroke,10.3390/diagnostics10070482,,,5.63,0.36,,,
,Cre,Cre,2020_mazibuko_10,4,Subacute Ischemic Stroke,10.3390/diagnostics10070482,,,6.63,2.19,,,
,Cre,Cre,2020_mazibuko_10,5,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,6.31,1.33,,,
,Cre,Cre,2020_mazibuko_10,6,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,6.86,2.82,,,
,Cre,Cre,2020_mazibuko_10,7,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,7.38,1.75,,,
,Cre,Cre,2020_mazibuko_10,8,Subacute Ischemic Stroke ,10.3390/diagnostics10070482,,,6.14,3.2,,,
,tCre,tCr,2020_menshchikov_84,2,Mild Traumatic Brain Injury ,10.1002/mrm.28332,,,,,7.08,0.43,
,tCre,tCr,2020_menshchikov_84,1,Control,10.1002/mrm.28332,,,,,6.98,0.48,
,tCre,tCr,2019_wiegers_62,1,Control,10.1007/s00125-019-4862-9,,,,,6.94,0.41,
,tCre,tCr,2019_wiegers_62,2,Type 1 diabetes - Normal awareness of hypoglycaemia,10.1007/s00125-019-4862-9,,,,,6.92,0.51,
,tCre,tCr,2019_wiegers_62,3,Type 1 diabetes,10.1007/s00125-019-4862-9,,,,,7.07,0.44,
,tCr,tCr,2020_gonen_14,1,Healthy,10.3389/fnins.2020.566643,,,,,8.94,0.78,
,tCr,tCr,2020_gonen_14,2,Healthy,10.3389/fnins.2020.566643,,,,,8.54,0.67,
,tCr,tCr,2020_gonen_14,3,Healthy,10.3389/fnins.2020.566643,,,,,8.81,0.63,
,tCr,tCr,2020_gonen_14,4,Healthy,10.3389/fnins.2020.566643,,,,,9,1.34,
,Cre,Cre,2019_morgenroth_117,4,Trait Anxiety,10.1016/j.cortex.2019.02.021,,,6.47,0.52,,,
,Cre,Cre,2019_morgenroth_117,5,Trait Anxiety - Low trait anxiety,10.1016/j.cortex.2019.02.021,,,6.57,0.44,,,
,Cre,Cre,2019_morgenroth_117,6,Trait Anxiety - High trait anxiety,10.1016/j.cortex.2019.02.021,,,6.37,0.59,,,
,Cr,Cre,2018_su_241,1,Control,10.1016/j.jad.2018.08.018,,,,,8.19,1.33,
,Cr,Cre,2018_su_241,2,Control,10.1016/j.jad.2018.08.018,,,,,7.82,1.14,
,Cr,Cre,2018_su_241,3,Control,10.1016/j.jad.2018.08.018,,,,,7.89,1.2,
,Cr,Cre,2018_su_241,4,PTSD,10.1016/j.jad.2018.08.018,,,,,8.3,1.12,
,Cr,Cre,2018_su_241,5,PTSD,10.1016/j.jad.2018.08.018,,,,,9.03,1.56,
,Cr,Cre,2018_su_241,6,PTSD,10.1016/j.jad.2018.08.018,,,,,8.65,1.65,
,tCr,tCr,2019_nery_21,1,At risk for bipolar disorder,10.1111/bdi.12770,,,,,6.63,1.03,
,tCr,tCr,2019_nery_21,2,At risk for bipolar disorder,10.1111/bdi.12770,,,,,7.4,1.13,
,tCr,tCr,2019_nery_21,3,At risk for bipolar disorder,10.1111/bdi.12770,,,,,6.91,1.12,
,tCr,tCr,2019_nery_21,4,Control,10.1111/bdi.12770,,,,,6.73,1.13,
,tCr,tCr,2019_nery_21,5,Control,10.1111/bdi.12770,,,,,7.58,1.06,
,tCr,tCr,2019_nery_21,6,Control,10.1111/bdi.12770,,,,,6.91,1.24,
,tCr,tCr,2019_nery_21,7,At risk for bipolar disorder - Before first mood episode,10.1111/bdi.12770,,,,,6.03,0.92,
,tCr,tCr,2019_nery_21,8,At risk for bipolar disorder - Before first mood episode,10.1111/bdi.12770,,,,,6.69,1.26,
,tCr,tCr,2019_nery_21,9,At risk for bipolar disorder - Before first mood episode,10.1111/bdi.12770,,,,,6.56,1.13,
,tCr,tCr,2019_nery_21,10,At risk for bipolar disorder - After first mood episode,10.1111/bdi.12770,,,,,6.57,0.74,
,tCr,tCr,2019_nery_21,11,At risk for bipolar disorder - After first mood episode,10.1111/bdi.12770,,,,,7.02,0.72,
,tCr,tCr,2019_nery_21,12,At risk for bipolar disorder - After first mood episode,10.1111/bdi.12770,,,,,7.15,1.4,
,tCr,tCr,2019_nery_21,13,Control,10.1111/bdi.12770,,,,,6.5,0.74,
,tCr,tCr,2019_nery_21,14,Control,10.1111/bdi.12770,,,,,7.53,0.87,
,tCr,tCr,2019_nery_21,15,Control,10.1111/bdi.12770,,,,,6.99,1.65,
,tCr,tCr,2019_nery_21,16,Control,10.1111/bdi.12770,,,,,6.4,1.03,
,tCr,tCr,2019_nery_21,17,Control,10.1111/bdi.12770,,,,,6.88,1.3,
,tCr,tCr,2019_nery_21,18,Control,10.1111/bdi.12770,,,,,6.58,1.09,
,tCr,tCr,2018_tiwari_80,1,Healthy,10.1002/mrm.27142,,,,,8,0.57,
,tCr,tCr,2018_tiwari_80,2,Healthy,10.1002/mrm.27142,,,,,6.05,0.43,
,tCr,tCr,2018_tiwari_80,3,Healthy,10.1002/mrm.27142,,,,,8.3,0.66,
,tCr,tCr,2018_tiwari_80,4,Healthy,10.1002/mrm.27142,,,,,7.81,0.66,
,tCr,tCr,2018_tiwari_80,5,Healthy,10.1002/mrm.27142,,,,,8.08,0.48,
,tCr,tCr,2018_tiwari_80,6,Healthy,10.1002/mrm.27142,,,,,6.28,0.2,Assumed the Reported .02 was a type and that the StdDev was actually .20. This would bring the StdDevs within the range of the other StdDevs reported.
,tCr,tCr,2019_oneill_111,1,Control,10.1002/bdr2.1460,,,3.6,0.9,,,
,tCr,tCr,2019_oneill_111,2,ADHD,10.1002/bdr2.1460,,,3.3,1.1,,,
,tCr,tCr,2019_oneill_111,3,ADHD,10.1002/bdr2.1460,,,3.7,0.6,,,
,tCr,tCr,2019_oneill_111,4,ADHD,10.1002/bdr2.1460,,,4,0.4,,,
,tCr,tCr,2019_oneill_111,5,ADHD,10.1002/bdr2.1460,,,3.8,0.5,,,
,tCr,tCr,2019_oneill_111,6,ADHD,10.1002/bdr2.1460,,,3.7,0.7,,,
,Cre,Cre,2019_reid_45,1,Control,10.1093/schbul/sbx190,,,2.39,0.22,,,
,Cre,Cre,2019_reid_45,2,Schizophrenia,10.1093/schbul/sbx190,,,2.33,0.34,,,
,PCr,PCr,2019_reid_45,1,Control,10.1093/schbul/sbx190,,,3.36,0.35,,,
,PCr,PCr,2019_reid_45,2,Schizophrenia,10.1093/schbul/sbx190,,,3.44,0.43,,,
,tCr,tCr,2019_reid_45,1,Control,10.1093/schbul/sbx190,,,5.74,0.38,,,
,tCr,tCr,2019_reid_45,2,Schizophrenia,10.1093/schbul/sbx190,,,5.73,0.42,,,
,Cre,Cre,2019_tamrazi_40,1,Pediatric atypical teratoid/rhabdoid tumors - ASCL1 Pos.,10.3174/ajnr.A6024,,,3.4,1.1,,,
,Cre,Cre,2019_tamrazi_40,2,Pediatric atypical teratoid/rhabdoid tumors - ASCL1 Neg.,10.3174/ajnr.A6024,,,1.8,0.8,,,
,Cre,Cre,2020_dehghani_83,1,Protocol 1,10.1002/mrm.28066,,,2.33,0.25,,,
,Cre (CH3),,2020_dehghani_83,2,Protocol 2,10.1002/mrm.28066,,,1.28,0.69,,,
,Cre (CH2),,2020_dehghani_83,2,Protocol 2,10.1002/mrm.28066,,,0.7,0.14,,,
,Cre (CH3),,2020_dehghani_83,3,Protocol 3,10.1002/mrm.28066,,,1.35,0.56,,,
,Cre (CH2),,2020_dehghani_83,3,Protocol 3,10.1002/mrm.28066,,,0.67,0.2,,,
,Cre,Cre,2020_demnitz_295,1,Addiction ,10.1016/j.pscychresns.2019.111019,,,,,9.23,1.53,
,Cre,Cre,2020_coughlin_26,1,Control,10.1038/s41380-020-00901-5,,,5.14,0.46,,,
,Cre,Cre,2020_coughlin_26,4,Schizophrenia,10.1038/s41380-020-00901-5,,,4.87,0.8,,,
,tCr,tCr,2020_lind_40,1,Control,10.1523/JNEUROSCI.2883-19.2020,,,,,6.96,0.34,
,tCr,tCr,2020_lind_40,2,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,7.2,0.71,
,tCr,tCr,2020_lind_40,3,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,7.6,0.5,
,tCr,tCr,2020_lind_40,4,Control,10.1523/JNEUROSCI.2883-19.2020,,,,,6.79,0.5,
,tCr,tCr,2020_lind_40,5,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,6.99,0.49,
,tCr,tCr,2020_lind_40,6,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,7.07,0.48,
,tCr,tCr,2020_lind_40,7,Control,10.1523/JNEUROSCI.2883-19.2020,,,,,6.29,0.51,
,tCr,tCr,2020_lind_40,8,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,6.12,0.51,
,tCr,tCr,2020_lind_40,9,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,6.99,0.74,
,tCr,tCr,2020_lind_40,10,Control,10.1523/JNEUROSCI.2883-19.2020,,,,,6.13,0.67,
,tCr,tCr,2020_lind_40,11,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,5.84,0.52,
,tCr,tCr,2020_lind_40,12,Aging,10.1523/JNEUROSCI.2883-19.2020,,,,,6.13,0.9,
,Cre,Cre,2020_draganov_266,1,Control,10.1016/j.jad.2020.01.138,,,,,5.67,0.9,
,Cre,Cre,2020_draganov_266,2,Depression,10.1016/j.jad.2020.01.138,,,,,5.67,0.8,
,Cre,Cre,2020_draganov_266,3,Depression,10.1016/j.jad.2020.01.138,,,,,5.64,0.7,
,Cre,Cre,2020_draganov_266,4,Depression,10.1016/j.jad.2020.01.138,,,,,5.76,0.66,
,Cre,Cre,2020_macmaster_35,1,Orthopedic Injury,10.1097/HTR.0000000000000535,,,,,6.3,0.48,
,Cre,Cre,2020_macmaster_35,2,Concussion,10.1097/HTR.0000000000000535,,,,,6.29,0.44,
,Cre,Cre,2020_macmaster_35,3,Single Concussion,10.1097/HTR.0000000000000535,,,,,6.32,0.5,
,Cre,Cre,2020_macmaster_35,4,Multiple Concussion,10.1097/HTR.0000000000000535,,,,,6.26,0.4,
,Cre,Cre,2020_macmaster_35,5,Orthopedic Injury,10.1097/HTR.0000000000000535,,,,,6.46,0.51,
,Cre,Cre,2020_macmaster_35,6,Concussion,10.1097/HTR.0000000000000535,,,,,6.48,0.45,
,Cre,Cre,2020_macmaster_35,7,Single Concussion,10.1097/HTR.0000000000000535,,,,,6.54,0.43,
,Cre,Cre,2020_macmaster_35,8,Multiple Concussion,10.1097/HTR.0000000000000535,,,,,6.44,0.48,
,Cr,Cre,2021_jung_17b,1,Control,10.1177/17448069211012833,0.634,0.264,,,,,
,Cr,Cre,2021_jung_17b,2,Fibromyalgia,10.1177/17448069211012833,0.718,0.199,,,,,
,Cr,Cre,2021_jung_17b,3,Control,10.1177/17448069211012833,0.853,0.223,,,,,
,Cr,Cre,2021_jung_17b,4,Fibromyalgia,10.1177/17448069211012833,0.817,0.233,,,,,
,Cr,Cre,2021_jung_17b,5,Control,10.1177/17448069211012833,0.884,0.141,,,,,
,Cr,Cre,2021_jung_17b,6,Fibromyalgia,10.1177/17448069211012833,0.876,0.169,,,,,
,Cr,Cre,2021_jung_17b,7,Control,10.1177/17448069211012833,0.58,0.155,,,,,
,Cr,Cre,2021_jung_17b,8,Fibromyalgia,10.1177/17448069211012833,0.78,0.185,,,,,
,Cr,Cre,2021_jung_17b,9,Control,10.1177/17448069211012833,0.681,0.234,,,,,
,Cr,Cre,2021_jung_17b,10,Fibromyalgia,10.1177/17448069211012833,0.728,0.225,,,,,
,PCr,PCr,2021_jung_17b,1,Control,10.1177/17448069211012833,0.728,0.164,,,,,
,PCr,PCr,2021_jung_17b,2,Fibromyalgia,10.1177/17448069211012833,0.477,0.103,,,,,
,PCr,PCr,2021_jung_17b,7,Control,10.1177/17448069211012833,0.737,0.234,,,,,
,PCr,PCr,2021_jung_17b,8,Fibromyalgia,10.1177/17448069211012833,0.423,0.023,,,,,
,PCr,PCr,2021_jung_17b,9,Control,10.1177/17448069211012833,0.661,0.22,,,,,
,PCr,PCr,2021_jung_17b,10,Fibromyalgia,10.1177/17448069211012833,0.553,0.24,,,,,
,Cre,Cre,2020_kaminski_87,1,Control,10.1016/j.biopsych.2019.07.011,,,4.6,1.02,,,
,Cre,Cre,2020_kaminski_87,2,Schizophrenia - Medicated,10.1016/j.biopsych.2019.07.011,,,4.37,1.01,,,
,Cre,Cre,2020_kaminski_87,3,Schizophrenia - Unmedicated,10.1016/j.biopsych.2019.07.011,,,4.51,0.9,,,
,Cre+PCr,tCr,2020_sheth_123,1,Traumatic Brain Injury,10.1152/jn.00765.2019,,,2.22,0.08,,,
,Cre+PCr,tCr,2020_sheth_123,2,Non Traumatic Brain Injury,10.1152/jn.00765.2019,,,2.04,0.11,,,
,Cr,Cr,2018_giapitzakis_79,1,Healthy,10.1002/mrm.26873,,,,,5.5,1.038,Med/Quartile --> Mean/Std Wan 2014
,Cr,Cr,2018_giapitzakis_79,2,Healthy,10.1002/mrm.26873,,,,,3.76,0.928,Med/Quartile --> Mean/Std Greco 2015
,PCr,PCr,2018_giapitzakis_79,1,Healthy,10.1002/mrm.26873,,,,,4.18,0.875,Med/Quartile --> Mean/Std Greco 2015
,PCr,PCr,2018_giapitzakis_79,2,Healthy,10.1002/mrm.26873,,,,,4.96,1.341,Med/Quartile --> Mean/Std Wan 2014
,tCr,tCr,2018_giapitzakis_79,1,Healthy,10.1002/mrm.26873,,,,,9.8,0.367,Med/Quartile --> Mean/Std Wan 2014
,tCr,tCr,2018_giapitzakis_79,2,Healthy,10.1002/mrm.26873,,,,,8.76,0.593,Med/Quartile --> Mean/Std Greco 2015
,Cre,Cre,2021_egerton_47,1,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,12.18,2.15,,,
,Cre,Cre,2021_egerton_47,2,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,9.83,0.99,,,
,Cre,Cre,2021_egerton_47,3,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,8.83,1.38,,,
,Cre,Cre,2021_egerton_47,4,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,8.99,1.46,,,
,Cre,Cre,2021_egerton_47,5,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,12.66,1.51,,,
,Cre,Cre,2021_egerton_47,6,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,10.1,1.04,,,
,Cre,Cre,2021_egerton_47,7,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,9.6,0.79,,,
,Cre,Cre,2021_egerton_47,8,Psychosis - Antipsychotic responder,10.1093/schbul/sbaa128,,,8.49,1.24,,,
,Cre,Cre,2021_egerton_47,9,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,8.79,0.89,,,
,Cre,Cre,2021_egerton_47,10,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,7.85,0.64,,,
,Cre,Cre,2021_egerton_47,11,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,6.83,1.16,,,n=6
,Cre,Cre,2021_egerton_47,12,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,4.96,2.67,,,
,Cre,Cre,2021_egerton_47,13,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,8.69,0.85,,,
,Cre,Cre,2021_egerton_47,14,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,7.6,0.56,,,
,Cre,Cre,2021_egerton_47,15,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,5.73,1.06,,,n=4
,Cre,Cre,2021_egerton_47,16,Psychosis - Antipsychotic non-responder,10.1093/schbul/sbaa128,,,7.14,0.45,,,n=4
,Cre,Cre,2016_lopezkolkovsky_75,1,Healthy_Rodent,10.1002/mrm.25602,,,,,4.1,0.4,
,PCr,PCr,2016_lopezkolkovsky_75,1,Healthy_Rodent,10.1002/mrm.25602,,,,,4.9,0.3,
