Empty,Complete,Download,Reference,ID,Control_ID,Treatment,Group,Additional_Group_Description,Visit,Intervention,DOI,Title,Tesla,Scanner_Manufacturer,Scanner_Model,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Water_Supp,Lipid_Supp,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR (ms),N_TR,TE (ms),N_TE,TI (ms),N_TI,Voxel_Region,Left/Right/Both,Preprocessing,Metab-Nulled/Cycled,Fitting,Segmentation,Partial_Volume,Relaxation,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Contact,Notes,Site
,X,X,2018_hjelmervik_172,14,No Control,0,Healthy,Male,,Total,10.1016/j.neuroimage.2018.01.043,Sex- and sex hormone-related variations in energy-metabolic frontal brain asymmetries: A magnetic resonance spectroscopy study.,3,GE,Signa,14,15,0,14,23.13,2.42,,,PRESS,,1,,,128,1500,1,35,1,,0,Prefrontal Lobe,Both,LCModel,0,LCModel,SPM,1,1,,25.01,5.42,,,,,20,20,20,8,Helene.Hjelmervik@psybp.uib.no,,
,X,X,2018_horder_8,1,No Control,0,Control,,,,10.1038/s41398-018-0155-1,Glutamate and GABA in autism spectrum disorder-a translational magnetic resonance spectroscopy study in man and rodent models,3,GE,HDxt,,36,0,36,28.91,1.4,,,PRESS,MEGA,1,,,368,2000,1,68,1,,0,Striatum,Left,LCModel,0,LCModel,SPM,1,0,,52.5,,43.3,,8.4,,35,30,25,26.25,,,
,X,X,2018_horder_8,2,No Control,0,Control,,,,10.1038/s41398-018-0155-1,Glutamate and GABA in autism spectrum disorder-a translational magnetic resonance spectroscopy study in man and rodent models,3,GE,HDxt,,36,0,36,28.91,1.4,,,PRESS,MEGA,1,,,368,2000,1,68,1,,0,Medial Prefrontal Cortex,Left,LCModel,0,LCModel,SPM,1,0,,52.5,,43.3,,8.4,,35,30,25,26.25,,,
,X,X,2018_horder_8,3,1,0,Autism,,,,10.1038/s41398-018-0155-1,Glutamate and GABA in autism spectrum disorder-a translational magnetic resonance spectroscopy study in man and rodent models,3,GE,HDxt,,25,0,25,30.98,1.81,,,PRESS,MEGA,1,,,368,2000,1,68,1,,0,Striatum,Both,LCModel,0,LCModel,SPM,1,0,,52.4,,43.8,,8,,25,40,30,30,,,
,X,X,2018_horder_8,4,2,0,Autism,,,,10.1038/s41398-018-0155-1,Glutamate and GABA in autism spectrum disorder-a translational magnetic resonance spectroscopy study in man and rodent models,3,GE,HDxt,,25,0,25,30.98,1.81,,,PRESS,MEGA,1,,,368,2000,1,68,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,SPM,1,0,,52.4,,43.8,,8,,25,40,30,30,,,
,X,X,2018_horowitz-kraus_12,1,No Control,0,Control,Child,,,10.3389/fnhum.2018.00466,Children With Dyslexia and Typical Readers: Sex-Based Choline Differences Revealed Using Proton Magnetic Resonance Spectroscopy Acquired Within Anterior Cingulate Cortex,3,Philips,Achieva,,30,17,13,10.73,1.07,,,PRESS,,1,,,96,2000,1,30,1,,0,Anterior Cingulate Cortex,Both,LCModel,0,LCModel,FSL,1,1,,,,,,,,20,20,20,8,,,
,X,X,2018_horowitz-kraus_12,2,1,0,Dyslexia,Child,,,10.3389/fnhum.2018.00466,Children With Dyslexia and Typical Readers: Sex-Based Choline Differences Revealed Using Proton Magnetic Resonance Spectroscopy Acquired Within Anterior Cingulate Cortex,3,Philips,Achieva,,24,8,16,9.79,1.11,,,PRESS,,1,,,96,2000,1,30,1,,0,Anterior Cingulate Cortex,Both,LCModel,0,LCModel,FSL,1,1,,,,,,,,20,20,20,8,,,
,X,X,2018_huber_225,1,3,0,Bipolar,,,,10.1016/j.jad.2017.07.052,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,3,Siemens,Magnetom Verio,19,20,13,7,17.52,2.55,WET,,PRESS,J-resolved,1,,2048,,2400,1,31-229,100,,0,Anterior Cingulate Cortex,Both,In-house,0,ProFit,FAST,1,0,,69.1,3.9,,,9.5,4.2,25,25,30,18.75,,,
,X,X,2018_huber_225,2,4,0,Bipolar,,,,10.1016/j.jad.2017.07.052,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,3,Siemens,Magnetom Verio,19,20,13,7,17.52,2.55,WET,,PRESS,J-resolved,1,,2049,,2400,1,31-229,100,,0,Parietal Occipital Cortex,Both,In-house,0,ProFit,FAST,1,0,,64.5,3.1,,,8.2,4.4,25,25,30,18.75,,,
,X,X,2018_huber_225,3,No Control,0,Control,,,,10.1016/j.jad.2017.07.052,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,3,Siemens,Magnetom Verio,,10,5,5,19,1.56,WET,,PRESS,J-resolved,1,,2050,,2400,1,31-229,100,,0,Anterior Cingulate Cortex,Both,In-house,0,ProFit,FAST,1,0,,70.2,3.1,,,10.6,1.6,25,25,30,18.75,,,
,X,X,2018_huber_225,4,No Control,0,Control,,,,10.1016/j.jad.2017.07.052,Relationship of executive functioning deficits to N-acetyl aspartate (NAA) and gamma-aminobutyric acid (GABA) in youth with bipolar disorder.,3,Siemens,Magnetom Verio,,10,5,5,19,1.56,WET,,PRESS,J-resolved,1,,2051,,2400,1,31-229,100,,0,Parietal Occipital Cortex,Both,In-house,0,ProFit,FAST,1,0,,64.2,4.7,,,8.5,3,25,25,30,18.75,,,
,,X,2018_hyodo_103,1,No Control,0,Control,Term,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,16,16,6,10,0.742,.713 - .783,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Right,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x16",
,,X,2018_hyodo_103,2,No Control,0,Control,Term,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,16,16,6,10,0.742,.713 - .783,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Left,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x17",
,,X,2018_hyodo_103,3,No Control,0,Control,Term,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,16,16,6,10,0.742,.713 - .783,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x18",
,,X,2018_hyodo_103,4,No Control,0,Control,Term,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,16,16,6,10,0.742,.713 - .783,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x19",
,,X,2018_hyodo_103,5,1,0,Preterm,Preterm,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,33,33,21,12,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Right,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x20",
,,X,2018_hyodo_103,6,2,0,Preterm,Preterm,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,33,33,21,12,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Left,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x21",
,,X,2018_hyodo_103,7,3,0,Preterm,Preterm,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,33,33,21,12,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x22",
,,X,2018_hyodo_103,8,4,0,Preterm,Preterm,,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,33,33,21,12,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x23",
,,X,2018_hyodo_103,9,1,0,Preterm,Normal Development (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,24,33,17,7,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Right,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x24",
,,X,2018_hyodo_103,10,2,0,Preterm,Normal Development (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,24,33,17,7,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Left,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x25",
,,X,2018_hyodo_103,11,3,0,Preterm,Normal Development (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,24,33,17,7,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x26",
,,X,2018_hyodo_103,12,4,0,Preterm,Normal Development (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,24,33,17,7,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x27",
,,X,2018_hyodo_103,13,1,0,Preterm,Mild Developmental Delay (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,9,33,4,5,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Right,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x28",
,,X,2018_hyodo_103,14,2,0,Preterm,Mild Developmental Delay (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,9,33,4,5,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Frontal white matter,Left,Siemens,0,Siemens,,0,0,WM,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x29",
,,X,2018_hyodo_103,15,3,0,Preterm,Mild Developmental Delay (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,9,33,4,5,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Right,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x30",
,,X,2018_hyodo_103,16,4,0,Preterm,Mild Developmental Delay (Preterm),,,10.1136/archdischild-2016-311403,Magnetic resonance spectroscopy in preterm infants: association with neurodevelopmental outcomes.,3,Siemens,Magnetom Trio,9,33,4,5,0.575,.456 - .700,,,PRESS,,0,,,,1700,1,135,1,,0,Thalamus,Left,Siemens,0,Siemens,,0,0,,,,,,,,10,10,15,1.5,,"*For Aaron: Values listed as median (range). Age also listed as median (range), left blank.* Not for Aaron: 2D-MRS, matrix=16x31",
,X,X,2018_ikeguchi_26,1,No Control,0,Cancer,Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,1.5,Canon,EXCELART,5,5,2,3,58.2,12.7,,,PRESS,,0,,,,4500,1,100,1,,0,,,,0,,,0,0,,,,,,,,20,20,20,8,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,2,No Control,0,Cancer,High-grade Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,1.5,Canon,EXCELART,3,5,2,3,58.2,12.7,,,PRESS,,0,,,,4500,1,100,1,,0,,,,0,,,0,0,,,,,,,,20,20,20,8,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,3,No Control,0,Cancer,Low-grade Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,1.5,Canon,EXCELART,2,5,2,3,58.2,12.7,,,PRESS,,0,,,,4500,1,100,1,,0,,,,0,,,0,0,,,,,,,,20,20,20,8,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,4,No Control,0,Multiple Sclerosis,Tumefactive Demyelinating Lesion,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,1.5,Canon,EXCELART,6,6,5,1,23.8,12.3,,,PRESS,,0,,,,4500,1,100,1,,0,,,,0,,,0,0,,,,,,,,20,20,20,8,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,5,No Control,0,Multiple Sclerosis,,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,1.5,Canon,EXCELART,24,24,20,4,40.7,10.1,,,PRESS,,0,,,,4500,1,100,1,,0,,,,0,,,0,0,,,,,,,,20,20,20,8,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,6,No Control,0,Cancer,Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,3,Canon,Vintage Titan,17,17,8,9,26,15.4,,,PRESS,,0,,,,2000,1,136,1,,0,,,,0,,,0,0,,,,,,,,15,15,15,3.375,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,7,No Control,0,Cancer,High-grade Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,3,Canon,Vintage Titan,8,17,8,9,26,15.4,,,PRESS,,0,,,,2000,1,136,1,,0,,,,0,,,0,0,,,,,,,,15,15,15,3.375,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,8,No Control,0,Cancer,Low-grade Glioma,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,3,Canon,Vintage Titan,9,17,8,9,26,15.4,,,PRESS,,0,,,,2000,1,136,1,,0,,,,0,,,0,0,,,,,,,,15,15,15,3.375,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,X,X,2018_ikeguchi_26,9,No Control,0,Multiple Sclerosis,Tumefactive Demyelinating Lesion,,,10.1016/j.msard.2018.08.025,Proton magnetic resonance spectroscopy differentiates tumefactive demyelinating lesions from gliomas.,3,Canon,Vintage Titan,6,6,4,2,30.5,5.6,,,PRESS,,0,,,,2000,1,136,1,,0,,,,0,,,0,0,,,,,,,,15,15,15,3.375,"yshimizu@nij.twmu.ac.jp, yuko.shimizu@twmu.ac.jp",Voxel placed in area of abnormality,
,,X,2018_jauhar_5,,,0,,,,,10.1016/S2215-0366(18)30268-2,The relationship between cortical glutamate and striatal dopamine in first-episode psychosis: a cross-sectional multimodal PET and magnetic resonance spectroscopy imaging study.,,,,, ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,oliver.howes@kcl.ac.uk,,
,,X,2018_javitt_75,1,5,1,Healthy,,0-15 min,Ketamine,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",31,39,18,21,31.1,9.6,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,dcj2113@cumc.columbia.edu,No values - only change in metabolite levels,
,,X,2018_javitt_75,2,6,1,Healthy,,15-30 min,Ketamine,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",31,39,18,21,31.1,9.6,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,3,7,1,Healthy,,30-45 min,Ketamine,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",31,39,18,21,31.1,9.6,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,4,8,1,Healthy,,45-60 min,Ketamine,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",31,39,18,21,31.1,9.6,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,5,No Control,0,Healthy,,0-15 min,Placebo,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",16,20,4,16,32.2,10.2,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,6,No Control,0,Healthy,,15-30 min,Placebo,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",16,20,4,16,32.2,10.2,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,7,No Control,0,Healthy,,30-45 min,Placebo,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",16,20,4,16,32.2,10.2,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,,X,2018_javitt_75,8,No Control,0,Healthy,,45-60 min,Placebo,10.1001/jamapsychiatry.2017.3572,Utility of Imaging-Based Biomarkers for Glutamate-Targeted Drug Development in Psychotic Disorders: A Randomized Clinical Trial.,3,"GE, Siemens","MR750, TIM TRIO",16,20,4,16,32.2,10.2,CHESS,,PRESS,,0,,,336,2000,1,80,1,,0,Medial Prefrontal Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,25,30,25,18.75,,,
,X,X,2018_kameda_34,1,2,0,Pain,Chronic Low Back Pain,,,10.1097/AJP.0000000000000583,Brain Metabolite Changes in the Anterior Cingulate Cortex of Chronic Low Back Pain Patients and Correlations Between Metabolites and Psychological State.,3,GE,Signa HDxt,,60,37,23,58.8,16,,,PRESS,,1,,,96,2000,1,30,1,,0,Anterior Cingulate Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,20,20,40,16,miho-s@fmu.ac.jp,,
,X,X,2018_kameda_34,2,No Control,0,Control,,,,10.1097/AJP.0000000000000583,Brain Metabolite Changes in the Anterior Cingulate Cortex of Chronic Low Back Pain Patients and Correlations Between Metabolites and Psychological State.,3,GE,Signa HDxt,,56,25,21,39.6,12.8,,,PRESS,,1,,,96,2000,1,30,1,,0,Anterior Cingulate Cortex,Both,LCModel,0,LCModel,,0,0,,,,,,,,20,20,40,16,miho-s@fmu.ac.jp,,
,,,2018_kang_29,,,0,,,,,10.1097/WNR.0000000000001065,Changes in insular cortex metabolites in patients with obstructive sleep apnea syndrome.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Couldn't Find Record,
,X,X,2018_karczewska-kupczewska_103,1,7,0,Control,,Baseline,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Frontal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,2,8,0,Control,,Baseline,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Hippocampus,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,3,9,0,Control,,Baseline,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Temporal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,4,"1,7,10",0,Diabetes2,Type2,4 Hour Infusion,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Frontal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,5,"2,8,11",0,Diabetes2,Type2,4 Hour Infusion,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Hippocampus,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,6,"3,9,12",0,Diabetes2,Type2,4 Hour Infusion,Intralipid/Heparin,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Temporal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,7,No Control,0,Control,,Baseline,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Frontal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,8,No Control,0,Control,,Baseline,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Hippocampus,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,9,No Control,0,Control,,Baseline,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Temporal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
,X,X,2018_karczewska-kupczewska_103,10,No Control,0,Control,,4 Hour Infusion,Saline,10.1210/jc.2018-00107,Intralipid/Heparin Infusion Alters Brain Metabolites Assessed With H-1-MRS Spectroscopy in Young Healthy Men,1.5,Picker,Eclipse,,10,0,10,24.3,2.41,MOIST,,PRESS,,1,2000,4096,192,1500,1,35,1,,0,Frontal Lobe,Left,Via 2.0 E,0,Via 2.0 E,,0,0,,,,,,,,20,20,20,8,,,
