Metabolite,Name,PPM,Reference,ID,DOI,Subject,Tesla,T2,StdDev,R2,Notes,Old_Name,Old_ID
Cho,GPC,3.22,1994_hetherington_32,2,10.1002/mrm.1910320504,Human,4.1,167,20,5.988,,"Hetherington et al., 1994",D
Cho,GPC,3.23,1995_mason_107,1,10.1006/jmrb.1995.1059,Human,4.1,186,23,5.3763,,,
Cho,GPC,3.23,1995_mason_107,2,10.1006/jmrb.1995.1059,Human,4.1,178,16,5.618,,,
Cho,GPC,3.22,2008_cudalba_11,1,10.1016/j.crci.2007.08.013,Rat,4.7,231,30,4.329,,"Cudalba et al., 2008",B
Cho,GPC,3.22,2008_cudalba_11,3,10.1016/j.crci.2007.08.013,Phantom,4.7,840,10,1.1905,,"Cudalba et al., 2008",
Cho,GPC,3.24,1998_dreher_39,1,10.1002/mrm.1910390605,Rat,4.7,259,49,3.861,,,
Cho,GPC,3.24,1998_dreher_39,2,10.1002/mrm.1910390605,Rat,4.7,311,53,3.2154,,,
Cho,GPC,3.24,1998_dreher_39,3,10.1002/mrm.1910390605,Rat,4.7,262,70,3.8168,,,
Cho,GPC,3.24,1998_dreher_39,4,10.1002/mrm.1910390605,Rat,4.7,246,29,4.065,,,
tCho,GPC,3.22,2006_madhu_8,1,10.1593/neo.06319,Mouse,4.7,190,31.84,5.2632,,,
tCho,GPC,3.22,2006_madhu_8,2,10.1593/neo.06319,Mouse,4.7,157,41.64,6.3694,,,
tCho,GPC,3.22,2006_madhu_8,3,10.1593/neo.06319,Mouse,4.7,162,34.29,6.1728,,,
tCho,GPC,3.22,2006_madhu_8,4,10.1593/neo.06319,Mouse,4.7,142,29.39,7.0423,,,
tCho,GPC,3.2,1992_rose_23,2,10.1002/mrm.1910230213,Rat,4.7,355,18,2.8169,,,
Cho,GPC,,1995_vandertoorn_8,1,10.1002/nbm.1940080604,Rat,4.7,260,46,3.8462,Measure at Time1 - Control,"van der Toorn et al., 1995",I
Cho,GPC,,1995_vandertoorn_8,6,10.1002/nbm.1940080604,Rat,4.7,181,31.68,5.5249,Measure at Time3 - Control - Assumed 15% Std.Dev.,"van der Toorn et al., 1995",H
Cho,GPC,,1995_vandertoorn_8,9,10.1002/nbm.1940080604,Rat,4.7,172,78,5.814,Measure at Time1 - Ischemia,"van der Toorn et al., 1995",P
Cho,GPC,,1995_vandertoorn_8,14,10.1002/nbm.1940080604,Rat,4.7,264,39.6,3.7879,Measure at Time3 - Ischemia - Assumed 15% Std.Dev.,"van der Toorn et al., 1995",O
Cho,GPC,,2017_an_78,1,10.1002/mrm.26612,Human,7,197,11,5.0761,,"An et al., 2017",E
Cho,GPC,,2017_an_78,2,10.1002/mrm.26612,Human,7,130,14,7.6923,,"An et al., 2017",F
Cho,GPC,,2017_an_78,3,10.1002/mrm.26612,Human,7,179,13,5.5866,Conventional Method,"An et al., 2017",G
Cho,GPC,,2017_an_78,4,10.1002/mrm.26612,Human,7,135,14,7.4074,Conventional Method,"An et al., 2017",H
tCho,GPC,,2014_branzoli_27,1,10.1002/nbm.3085,Human,7,113.7,20,8.7951,,,
tCho,GPC,,2014_branzoli_27,2,10.1002/nbm.3085,Human,7,113.7,24,8.7951,,,
tCho,GPC,,2014_branzoli_27,3,10.1002/nbm.3085,Human,7,115.4,32,8.6655,,,
tCho,GPC,,2014_branzoli_27,4,10.1002/nbm.3085,Human,7,112.1,31,8.9206,,,
tCho,GPC,,2014_branzoli_27,5,10.1002/nbm.3085,Human,7,104.4,32,9.5785,,,
tCho,GPC,,2014_branzoli_27,6,10.1002/nbm.3085,Human,7,96.6,13,10.352,,,
tCho,GPC,,2014_branzoli_27,7,10.1002/nbm.3085,Human,7,94.1,16,10.627,,,
tCho,GPC,,2014_branzoli_27,8,10.1002/nbm.3085,Human,7,98,18,10.2041,,,
tCho,GPC,,2014_branzoli_27,9,10.1002/nbm.3085,Human,7,97.8,18,10.2249,,,
tCho,GPC,,2014_branzoli_27,10,10.1002/nbm.3085,Human,7,101.3,14,9.8717,,,
Cho,GPC,3.2,1994_cady_182,1,10.1007/bf01705293,Pig,7,255,50,3.9216,,,
Cho,GPC,3.2,1994_cady_182,2,10.1007/bf01705293,Pig,7,276,27,3.6232,,,
Cho,GPC,3.2,1994_cady_182,3,10.1007/bf01705293,Pig,7,259,62,3.861,,,
Cho,GPC,3.22,2008_cudalba_11,2,10.1016/j.crci.2007.08.013,Rat,7,124,20,8.0645,,"Cudalba et al., 2008",D
Cho,GPC,3.22,2008_cudalba_11,4,10.1016/j.crci.2007.08.013,Phantom,7,400,24,2.5,,"Cudalba et al., 2008",
Cho,GPC,,2012_li,2,10.4172/2155-9937.S1-002,Human,7,131,16,7.6336,,"Li et al., 2012",D
Cho,GPC,,2018_li_79,1,10.1002/mrm.26941,Human,7,154,42,6.4935,Standard Multi-TE,"Li et al., 2018",C
Cho,GPC,,2018_li_79,2,10.1002/mrm.26941,Human,7,263,53,3.8023,MARZss,"Li et al., 2018",D
Cho,GPC,,2018_li_79,3,10.1002/mrm.26941,Solution,7,200,23,5,Standard Multi-TE,"Li et al., 2018",E
Cho,GPC,,2018_li_79,4,10.1002/mrm.26941,Solution,7,194,30,5.1546,MARZss,"Li et al., 2018",F
Cho,GPC,,2008_liu_59,1,10.1002/mrm.21574,Primate,7,132,32,7.5758,,,
Cho,GPC,,2008_liu_59,2,10.1002/mrm.21574,Primate,7,131,16,7.6336,,,
Cho,GPC,,2008_liu_59,3,10.1002/mrm.21574,Primate,7,122,20,8.1967,,,
Cho,GPC,,2008_liu_59,4,10.1002/mrm.21574,Primate,7,133,6,7.5188,,,
Cho,GPC,,2008_liu_59,5,10.1002/mrm.21574,Primate,7,133,16,7.5188,,,
Cho,GPC,,2008_liu_59,6,10.1002/mrm.21574,Primate,7,122,10,8.1967,,,
Cho,GPC,,2011_marjanska_25,1,10.1002/nbm.1754,Human,7,152,3,6.5789,,"Marjanska et al., 2011",A
Cho,GPC,,2011_marjanska_25,2,10.1002/nbm.1754,Human,7,139,9,7.1942,,"Marjanska et al., 2011",B
Cho,GPC,,2011_marjanska_25,3,10.1002/nbm.1754,Human,7,121,5,8.2645,,"Marjanska et al., 2011",C
Cho,GPC,,2011_marjanska_25,4,10.1002/nbm.1754,Human,7,200,17,5,,"Marjanska et al., 2011",D
tCh,GPC,3.2,2013_ronen_26,1,10.1002/nbm.2951,Human,7,137.4,10.2,7.278,,"Ronen et al., 2013",A
tCh,GPC,3.2,2013_ronen_26,2,10.1002/nbm.2951,Human,7,123.1,15.4,8.1235,,"Ronen et al., 2013",B
tCh,GPC,3.2,2013_ronen_26,5,10.1002/nbm.2951,Human,7,194.3,20.3,5.1467,CPMG,"Ronen et al., 2013",E
tCh,GPC,3.2,2013_ronen_26,6,10.1002/nbm.2951,Human,7,192.9,14.6,5.184,CPMG,"Ronen et al., 2013",F
Cho,GPC,,2018_swanberg_290,1,10.1016/j.jmr.2018.02.017,Human,7,176.14,28.8,5.6773,,"Swanberg et al., 2018",A
Cho,GPC,,2018_wong_31,1,10.1002/nbm.4002,Human,7,128,9,7.8125,,,
tCho,GPC,,2020_yoo_33,1,10.1007/s10334-020-00840-w,Rat,7,118.95,11.9,8.4069,Multi-TE - Estimated StdDev to be 10%,,
tCho,GPC,,2020_yoo_33,2,10.1007/s10334-020-00840-w,Rat,7,91.41,9.14,10.9397,OpQT2 - Estimated StdDev to be 10%,,
Cho,GPC,3.22,2008_chassain_105,1,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,145,35,6.8966,Control,"Chassain et al., 2008",B
Cho,GPC,3.22,2008_chassain_105,2,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,127,39,7.874,Parkinson's,"Chassain et al., 2008",E
Cho,GPC,3.209,2010_deelchand_206,1,10.1016/j.jmr.2010.06.006,Human,9.4,70.7,7.1,14.1443,,"Deelchand et al., 2010",B
Cho,GPC,,2015_deelchand_73,1,10.1002/mrm.25088,Rat,9.4,445,67,2.2472,,"Deelchand et al., 2015",A
Cho,GPC,,2015_deelchand_73,2,10.1002/mrm.25088,Rat,9.4,523,68,1.912,,"Deelchand et al., 2015",B
Cho,GPC,3.2,2006_degraaf_56,2,10.1002/mrm.20946,Rat,9.4,441.3,36.2,2.266,,"de Graaf et al., 2006",E
Cho,GPC,,2016_fisher_29,1,10.1002/nbm.3588,Rat,9.4,160,20,6.25,,,
Cho,GPC,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,90.1,23.5,11.0988,,"Murali-Manohar et al., 2019",A
Cho_CH3,GPC,3.206,1999_pfeuffer_141,1,10.1006/jmre.1999.1895,Rat,9.4,147,10,6.8027,,,
tCh,GPC,,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,178,29,5.618,,"Xin et al., 2007",A
Cho,GPC,3.2,2006_degraaf_56,3,10.1002/mrm.20946,Rat,11.7,365.7,73.1,2.7345,,"de Graaf et al., 2006",F
tCho,GPC,,2013_xin_26,1,10.1007/s10334-013-0378-3,Rat,14.1,148,14,6.7568,,,
GPC,GPC,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,220,32,4.5455,,"Lopez-Kolkovsky et al., 2015",B
PCh,GPC,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,204,31,4.902,,"Lopez-Kolkovsky et al., 2015",B
tCh,GPC,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,212,21,4.717,,"Lopez-Kolkovsky et al., 2015",B
tCh,GPC,,2009_weiss_22,,10.1007/s10334-008-0142-2,Mouse,17.6,222,56,4.5045,,"Weiss et al., 2009",A
tCh,GPC,,2017_rosenberg_77,1,10.1002/mrm.26132,Rat,21.1,164,15,6.0976,Contralateral Hemi from Stroke Model,"Rosenberg et al., 2017",A
Cre,Cre_CH3,,2001_barker_45,1,10.1002/mrm.1104,Human,1.5,270,5,3.7037,,"Barker et al., 2001",A
PCr,Cre_CH3,,1998_block_55,1,10.1001/archneur.55.7.931,Human,1.5,206,17,4.8544,Listed PCr - Assumed tCr,"Block et al., 1998",
PCr,Cre_CH3,,1998_block_55,2,10.1001/archneur.55.7.931,Human,1.5,210,21,4.7619,,"Block et al., 1998",
Cre_CH3,Cre_CH3,3,2005_brief_18,1,10.1002/nbm.916,Human,1.5,159,25.3,6.2893,,"Brief et al., 2005",A
Cre_CH3,Cre_CH3,3,2005_brief_18,2,10.1002/nbm.916,Human,1.5,169,9.49,5.9172,,"Brief et al., 2005",B
Cr,Cre_CH3,,2001_brooks_11,1,10.1093/cercor/11.7.598,Human,1.5,221,32,4.5249,,,
tCr,Cre_CH3,,2019_carlin_49,3,10.1002/jmri.26054,Human,1.5,217,65,4.6083,,,
tCr,Cre_CH3,,2019_carlin_49,5,10.1002/jmri.26054,Human,1.5,305,51,3.2787,,,
tCr,Cre_CH3,,2019_carlin_49,7,10.1002/jmri.26054,Human,1.5,225,78,4.4444,,,
tCr,Cre_CH3,,2019_carlin_49,11,10.1002/jmri.26054,Human,1.5,237,72,4.2194,,,
tCr,Cre_CH3,,1993_christiansen_11,1,10.1016/0730-725x(93)90197-l,Human,1.5,220,104,4.5455,,,
tCr,Cre_CH3,,1993_christiansen_11,2,10.1016/0730-725x(93)90197-l,Human,1.5,196,74,5.102,,,
tCr,Cre_CH3,,1993_christiansen_11,3,10.1016/0730-725x(93)90197-l,Human,1.5,185,52,5.4054,,,
tCr,Cre_CH3,,1993_christiansen_11,4,10.1016/0730-725x(93)90197-l,Human,1.5,203,44,4.9261,,,
tCr,Cre_CH3,,1993_christiansen_11,5,10.1016/0730-725x(93)90197-l,Human,1.5,181,41,5.5249,,,
tCr,Cre_CH3,,1993_christiansen_11,6,10.1016/0730-725x(93)90197-l,Human,1.5,187,71,5.3476,,,
tCr,Cre_CH3,,1993_christiansen_11,7,10.1016/0730-725x(93)90197-l,Human,1.5,221,77,4.5249,,,
tCr,Cre_CH3,,1993_christiansen_11,8,10.1016/0730-725x(93)90197-l,Human,1.5,199,57,5.0251,,,
tCr,Cre_CH3,,1995_christiansen_13,1,10.1016/0730-725x(94)00113-h,Human,1.5,190,45,5.2632,,,
tCr,Cre_CH3,,1995_christiansen_13,2,10.1016/0730-725x(94)00113-h,Human,1.5,201,38,4.9751,,,
Cre_CH3,Cre_CH3,3.027,1989_frahm_11,1,10.1002/mrm.1910110105,Human,1.5,250,25,4,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",E
Cre_CH3,Cre_CH3,3.027,1989_frahm_11,2,10.1002/mrm.1910110105,Human,1.5,240,24,4.1667,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",F
Cre_CH3,Cre_CH3,3.027,1989_frahm_11,3,10.1002/mrm.1910110105,Human,1.5,200,20,5,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",G
Cre_CH3,Cre_CH3,3.027,1989_frahm_11,4,10.1002/mrm.1910110105,Human,1.5,190,19,5.2632,"Frahm et al., provided approximate Std.Dev.","Frahm et al., 1989",H
tCr,Cre_CH3,3,1992_gideon_10,1,10.1016/0730-725x(92)90453-7,Human,1.5,183.7,44.8,5.4437,,,
tCr,Cre_CH3,3,1992_gideon_10,2,10.1016/0730-725x(92)90453-7,Human,1.5,196.5,66.2,5.0891,,,
Cre,Cre_CH3,3.02,2002_isobe_20,1,10.1016/S0730-725X(02)00500-3,Human,1.5,205.3,9.6,4.8709,,"Isobe et al., 2002",B
Cre,Cre_CH3,,1994_kamada_31,1,10.1002/mrm.1910310510,Human,1.5,235.77,37.55,4.2414,,,
Cre,Cre_CH3,,1994_kamada_31,2,10.1002/mrm.1910310510,Human,1.5,148.81,44.27,6.72,,,
Cre,Cre_CH3,,1994_kamada_31,3,10.1002/mrm.1910310510,Human,1.5,155.14,50.99,6.4458,,,
Cr,Cre_CH3,,2001_ke,2,,Phantom,1.5,596.4,10.6,1.6767,,,
Cr,Cre_CH3,,2001_ke,2,,Human,1.5,287.1,40.7,3.4831,,,
Cre,Cre_CH3,,1993_kreis_30,1,10.1002/mrm.1910300405,Human,1.5,207,10.58,4.8309,,"Kreis et al., 1993",B
Cre,Cre_CH3,,1993_kreis_30,4,10.1002/mrm.1910300405,Human,1.5,228,29.39,4.386,,"Kreis et al., 1993",
Cr3,Cre_CH3,,2005_kreis_54,1,10.1002/mrm.20673,Human,1.5,210,60,4.7619,,,
Cre,Cre_CH3,,1995_longo_30,1,10.1097/00004424-199504000-00001,Human,1.5,210,54,4.7619,,,
Cre,Cre_CH3,,1995_longo_30,2,10.1097/00004424-199504000-00001,Human,1.5,157,40,6.3694,,,
Cre,Cre_CH3,3,2002_mascalchi_16,1,10.1002/jmri.10189,Human,1.5,148,13,6.7568,,,
Cre,Cre_CH3,3,2002_mascalchi_16,2,10.1002/jmri.10189,Human,1.5,185,34,5.4054,,,
Cre,Cre_CH3,3,2002_mascalchi_16,3,10.1002/jmri.10189,Human,1.5,197,39,5.0761,,,
Cre,Cre_CH3,3,2002_mascalchi_16,4,10.1002/jmri.10189,Human,1.5,217,26,4.6083,,,
Cre,Cre_CH3,3,1991_narayana_9,1,10.1016/0730-725x(91)90415-i,Human,1.5,240,20,4.1667,,,
Cre,Cre_CH3,,1995_posse_33,1,10.1002/mrm.1910330215,Human,1.5,201,20.1,4.9751,Assumed 10% Std.Dev.,"Posse et al., 1995",C
Cre,Cre_CH3,3,2002_rutgers_15,1,10.1002/nbm.762,Human,1.5,219,29,4.5662,,,
Cr,Cre_CH3,,2002_sarchielli_249,1,10.1007/s00415-002-0758-5,Human,1.5,202,20,4.9505,,,
Cr,Cre_CH3,,2002_sarchielli_249,2,10.1007/s00415-002-0758-5,Human,1.5,211,23,4.7393,,,
Cr,Cre_CH3,,2002_sarchielli_249,3,10.1007/s00415-002-0758-5,Human,1.5,197,21,5.0761,,,
Cr,Cre_CH3,3.03,2002_sijens_12,1,10.1007/s00330-001-1300-3,Human,1.5,225,68.79,4.4444,,,
Cr,Cre_CH3,3.03,2002_sijens_12,2,10.1007/s00330-001-1300-3,Human,1.5,211,84.66,4.7393,,,
Cr,Cre_CH3,3.03,2002_sijens_12,3,10.1007/s00330-001-1300-3,Human,1.5,120,55.43,8.3333,,,
Cr,Cre_CH3,2.9- 3.1,2004_sijens_14,2,10.1007/s00330-004-2388-z,Human,1.5,201,48,4.9751,,,
Cre,Cre_CH3,,2005_soher_53,1,10.1002/mrm.20491,Human,1.5,271,29,3.69,,"Soher et al., 2005",A
Cre_CH3,Cre_CH3,3.03,2004_traber_19,1,10.1002/jmri.20053,Human,1.5,215,15,4.6512,,"Traber et al., 2004",A
Cre_CH3,Cre_CH3,3.03,2004_traber_19,2,10.1002/jmri.20053,Human,1.5,208,14,4.8077,,"Traber et al., 2004",B
Cre_CH3,Cre_CH3,3.03,2004_traber_19,3,10.1002/jmri.20053,Human,1.5,216,14,4.6296,,"Traber et al., 2004",C
Cre_CH3,Cre_CH3,3.02,2004_walker_220,1,10.1016/j.jns.2004.01.012,Human,1.5,197,23,5.0761,,,
Cre_CH3,Cre_CH3,3.02,2004_walker_220,2,10.1016/j.jns.2004.01.012,Human,1.5,187,47,5.3476,,,
Cre,Cre_CH3,,1999_choi_41,1,10.1002/(SICI)1522-2594(199901)41:1<204::AID-MRM29>3.0.CO;2-7,Human,2,191,43,5.2356,,"Choi et al., 1999",B
Cre,Cre_CH3,3,1992_hennig_5,1,10.1002/nbm.1940050406,Human,2,252,68,3.9683,,"Hennig et al., 1992",A
Cre,Cre_CH3,3,1992_hennig_5,2,10.1002/nbm.1940050406,Human,2,251,110,3.9841,,"Hennig et al., 1992",B
Cre,Cre_CH3,3,1992_hennig_5,3,10.1002/nbm.1940050406,Human,2,251,91,3.9841,,"Hennig et al., 1992",C
Cre,Cre_CH3,3,1992_hennig_5,4,10.1002/nbm.1940050406,Human,2,274,152,3.6496,,"Hennig et al., 1992",D
Cre,Cre_CH3,,1992_sappey-marinier_26,1,10.1002/mrm.1910260211,Human,2,136,24.49,7.3529,Control,"Sappey-Marinier et al., 1992",A
Cre,Cre_CH3,,1992_sappey-marinier_26,2,10.1002/mrm.1910260211,Human,2,171,14.7,5.848,Stroke,"Sappey-Marinier et al., 1992",C
Cre,Cre_CH3,,1992_sappey-marinier_26,3,10.1002/mrm.1910260211,Human,2,131,24.6,7.6336,WMSH,"Sappey-Marinier et al., 1992",E
Cre,Cre_CH3,3.04,1994_blamire_12,1,10.1016/0730-725X(94)90087-8,Human,2.1,214,93.74,4.6729,,,
Cre,Cre_CH3,3.04,1994_blamire_12,2,10.1016/0730-725X(94)90087-8,Human,2.1,236,105.83,4.2373,,,
Cre,Cre_CH3,3,1996_cady_21,1,10.1007/bf02532414,Human,2.4,209.3,34.6,4.7778,,,
Cre,Cre_CH3,3,1996_cady_21,2,10.1007/bf02532414,Human,2.4,297.7,166.7,3.3591,,,
Cre,Cre_CH3,3,1996_cady_21,3,10.1007/bf02532414,Human,2.4,257.6,50.4,3.882,,,
Cre,Cre_CH3,3,1996_cady_36,1,10.1002/mrm.1910360610,Human,2.4,204.8,35.2,4.8828,,,
Cre,Cre_CH3,3,1996_cady_36,3,10.1002/mrm.1910360610,Human,2.4,198.4,42.3,5.0403,,,
Cre_CH3,Cre_CH3,,1998_fujimori_39,1,10.1002/mrm.1910390419,Rat,2.4,203,19,4.9261,,"Fujimori et al., 1998",
Cre_CH3,Cre_CH3,,1998_fujimori_39,4,10.1002/mrm.1910390419,Rat,2.4,198,14,5.0505,,"Fujimori et al., 1998",
Cre_CH3,Cre_CH3,,1998_fujimori_39,8,10.1002/mrm.1910390419,Rat,2.4,193,27,5.1813,,"Fujimori et al., 1998",
tCr,Cre_CH3,3,1992_rose_23,1,10.1002/mrm.1910230213,Dog,2.4,260,30,3.8462,,,
Cre,Cre_CH3,,2001_barker_45,2,10.1002/mrm.1104,Human,3,150,40,6.6667,,"Barker et al., 2001",B
Cre,Cre_CH3,3.03,2006_choi_56,1,10.1002/mrm.21055,Human,3,164,12,6.0976,,"Choi et al., 2006",A
Cre,Cre_CH3,3.03,2006_choi_56,2,10.1002/mrm.21055,Human,3,169,15,5.9172,,"Choi et al., 2006",B
tCr,Cre_CH3,,2021_dacko_85,1,10.1002/mrm.28500,Human,3,158,8,6.3291,,,
Cre,Cre_CH3,,2018_deelchand_79,1,10.1002/mrm.26826,Human,3,195,6,5.1282,LASER,"Deelchand et al., 2018",A
Cre,Cre_CH3,,2018_deelchand_79,2,10.1002/mrm.26826,Human,3,175,8,5.7143,PRESS,"Deelchand et al., 2018",B
Cre_CH3,Cre_CH3,,2020_deelchand_95,1,10.1016/j.neurobiolaging.2020.07.017,Human,3,183,7,5.4645,,"Deelchand et al., 2020",A
Cre_CH3,Cre_CH3,,2020_deelchand_95,2,10.1016/j.neurobiolaging.2020.07.017,Human,3,178,6,5.618,,"Deelchand et al., 2020",B
Cre_CH3,Cre_CH3,,2020_deelchand_95,3,10.1016/j.neurobiolaging.2020.07.017,Human,3,194,7,5.1546,,"Deelchand et al., 2020",C
Cre_CH3,Cre_CH3,,2020_deelchand_95,4,10.1016/j.neurobiolaging.2020.07.017,Human,3,174,7,5.7471,,"Deelchand et al., 2020",D
Cre_CH3,Cre_CH3,,2020_deelchand_95,5,10.1016/j.neurobiolaging.2020.07.017,Human,3,171,7,5.848,,"Deelchand et al., 2020",E
Cre_CH3,Cre_CH3,,2020_deelchand_95,6,10.1016/j.neurobiolaging.2020.07.017,Human,3,198,11,5.0505,,"Deelchand et al., 2020",F
Cre,Cre_CH3,3.05,2005_dumoulin,1,ISMRM_1179_2005,Human,3,140.8,16.4,7.1023,Aged,"Dumoulin et al., 2005",A
Cre,Cre_CH3,3.05,2005_dumoulin,2,ISMRM_1179_2005,Human,3,147.06,15.55,6.7999,MCI,"Dumoulin et al., 2005",B
Cre,Cre_CH3,3.05,2005_dumoulin,3,ISMRM_1179_2005,Human,3,151.05,20.72,6.6203,AD,"Dumoulin et al., 2005",C
Cre,Cre_CH3,,2019_fleysher_27,1,10.1016/j.mri.2009.05.033,Phantom,3,261,37.5,3.8314,,,
Cre,Cre_CH3,,2019_fleysher_27,2,10.1016/j.mri.2009.05.033,Phantom,3,261,34,3.8314,,,
Cre,Cre_CH3,,2019_fleysher_27,3,10.1016/j.mri.2009.05.033,Phantom,3,288,40.5,3.4722,,,
Cre,Cre_CH3,,2019_fleysher_27,4,10.1016/j.mri.2009.05.033,Phantom,3,318,48.5,3.1447,,,
Cre,Cre_CH3,,2019_fleysher_27,5,10.1016/j.mri.2009.05.033,Phantom,3,318,48.5,3.1447,,,
Cre,Cre_CH3,,2019_fleysher_27,6,10.1016/j.mri.2009.05.033,Phantom,3,345,64.5,2.8986,,,
Cre,Cre_CH3,,2019_fleysher_27,7,10.1016/j.mri.2009.05.033,Phantom,3,344,60,2.907,,,
Cre,Cre_CH3,,2019_fleysher_27,8,10.1016/j.mri.2009.05.033,Phantom,3,313,47,3.1949,,,
Cre,Cre_CH3,,2019_fleysher_27,9,10.1016/j.mri.2009.05.033,Phantom,3,332,54,3.012,,,
Cre,Cre_CH3,,2019_fleysher_27,10,10.1016/j.mri.2009.05.033,Phantom,3,322,50.5,3.1056,,,
Cre_CH3,Cre_CH3,3.03,2012_ganji_25,1,10.1002/nbm.1767,Human,3,147,10,6.8027,,"Ganji et al., 2012",A
Cre_CH3,Cre_CH3,3.03,2012_ganji_25,2,10.1002/nbm.1767,Human,3,156,7,6.4103,,"Ganji et al., 2012",B
tCr,Cre_CH3,,2002_hanstock_198,1,10.1016/S0022-510X(02)00074-6,Human,3,184,42,5.4348,Control,"Hanstock et al,. 2002",A
tCr,Cre_CH3,,2002_hanstock_198,2,10.1016/S0022-510X(02)00074-6,Human,3,132,17,7.5758,ALS,"Hanstock et al,. 2002",C
Cre,Cre_CH3,,2004_hurd_51,1,10.1002/mrm.20007,Human,3,143,7,6.993,,,
Cre,Cre_CH3,,2004_hurd_51,2,10.1002/mrm.20007,Human,3,176,13,5.6818,,,
Cre,Cre_CH3,,2016_jiru_29,1,10.1002/nbm.3456,Human,3,170.7,6.8,5.8582,,"Jiru et al., 2016",A
Cre,Cre_CH3,,2016_jiru_29,2,10.1002/nbm.3456,Human,3,159,11.1,6.2893,,"Jiru et al., 2016",B
Cre,Cre_CH3,,2008_kirov_60,1,10.1002/mrm.21715,Human,3,194,16.97,5.1546,Caudate,"Kirov et al., 2008",A
Cre,Cre_CH3,,2008_kirov_60,2,10.1002/mrm.21715,Human,3,152,11.31,6.5789,Thalamus,"Kirov et al., 2008",B
Cre,Cre_CH3,,2008_kirov_60,3,10.1002/mrm.21715,Human,3,160,41.14,6.25,Cingulate,"Kirov et al., 2008",C
Cre,Cre_CH3,,2008_kirov_60,4,10.1002/mrm.21715,Human,3,141,14.14,7.0922,Globus Pallidus,"Kirov et al., 2008",D
Cre,Cre_CH3,,2008_kirov_60,5,10.1002/mrm.21715,Human,3,157,16.97,6.3694,Putamen,"Kirov et al., 2008",E
Cre,Cre_CH3,,2008_kirov_60,6,10.1002/mrm.21715,Human,3,164,11.31,6.0976,Splenium,"Kirov et al., 2008",F
Cre,Cre_CH3,,2008_kirov_60,7,10.1002/mrm.21715,Human,3,202,48.08,4.9505,Genu,"Kirov et al., 2008",G
Cre,Cre_CH3,,2008_kirov_60,8,10.1002/mrm.21715,Human,3,187,5.66,5.3476,Centrum Semiovale,"Kirov et al., 2008",H
Cre,Cre_CH3,,2008_kirov_60,9,10.1002/mrm.21715,Human,3,175,14.14,5.7143,Occipital,"Kirov et al., 2008",I
Cre,Cre_CH3,,2008_kirov_60,10,10.1002/mrm.21715,Human,3,173,14.14,5.7803,Corona Radiata,"Kirov et al., 2008",J
Cre,Cre_CH3,,2008_kirov_60,11,10.1002/mrm.21715,Human,3,184,24.49,5.4348,Caudate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,12,10.1002/mrm.21715,Human,3,162,41.64,6.1728,Thalamus,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,13,10.1002/mrm.21715,Human,3,162,22.05,6.1728,Cingulate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,14,10.1002/mrm.21715,Human,3,144,22.05,6.9444,Globus Pallidus,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,15,10.1002/mrm.21715,Human,3,161,22.05,6.2112,Putamen,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,16,10.1002/mrm.21715,Human,3,205,24.49,4.878,Splenium,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,17,10.1002/mrm.21715,Human,3,251,88.18,3.9841,Genu,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,18,10.1002/mrm.21715,Human,3,190,4.9,5.2632,Centrum Semiovale,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,19,10.1002/mrm.21715,Human,3,188,26.94,5.3191,Occipital,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,20,10.1002/mrm.21715,Human,3,180,17.15,5.5556,Corona Radiata,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,21,10.1002/mrm.21715,Human,3,147,72,6.8027,Caudate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,22,10.1002/mrm.21715,Human,3,152,8,6.5789,Thalamus,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,23,10.1002/mrm.21715,Human,3,173,66,5.7803,Cingulate,"Kirov et al., 2008",
Cre,Cre_CH3,,2008_kirov_60,24,10.1002/mrm.21715,Human,3,149,54,6.7114,Globus Pallidus,"Kirov et al., 2008",
